call_id,target,metric_id,entity,periodicity,url,start_date,end_date,filter_values,filter_count,output_dir,unit,granularity,timezone
capacidad_util_energia_embalse__2022-11-24__2022-12-23__b003,capacidad_util_energia_embalse,CapaUtilDiarEner,Embalse,DailyEntities,https://servapibi.xm.com.co/daily,2022-11-24,2022-12-23,"[""SALVAJINA"", ""SAN LORENZO"", ""TOPOCORO"", ""TRONERAS"", ""URRA1""]",5,data/raw/xm/embalses/capacidad_util_energia_embalse,kWh,diaria,America/Bogota; confirmar contra respuesta XM
capacidad_util_energia_embalse__2022-12-24__2023-01-22__b001,capacidad_util_energia_embalse,CapaUtilDiarEner,Embalse,DailyEntities,https://servapibi.xm.com.co/daily,2022-12-24,2023-01-22,"[""AGREGADO BOGOTA"", ""ALTOANCHICAYA"", ""AMANI"", ""BETANIA"", ""CALIMA1"", ""CHUZA"", ""EL QUIMBO"", ""ESMERALDA"", ""FLORIDA II"", ""GUAVIO""]",10,data/raw/xm/embalses/capacidad_util_energia_embalse,kWh,diaria,America/Bogota; confirmar contra respuesta XM
capacidad_util_energia_embalse__2022-12-24__2023-01-22__b002,capacidad_util_energia_embalse,CapaUtilDiarEner,Embalse,DailyEntities,https://servapibi.xm.com.co/daily,2022-12-24,2023-01-22,"[""ITUANGO"", ""MIRAFLORES"", ""MUNA"", ""PENOL"", ""PLAYAS"", ""PORCE II"", ""PORCE III"", ""PRADO"", ""PUNCHINA"", ""RIOGRANDE2""]",10,data/raw/xm/embalses/capacidad_util_energia_embalse,kWh,diaria,America/Bogota; confirmar contra respuesta XM
capacidad_util_energia_embalse__2022-12-24__2023-01-22__b003,capacidad_util_energia_embalse,CapaUtilDiarEner,Embalse,DailyEntities,https://servapibi.xm.com.co/daily,2022-12-24,2023-01-22,"[""SALVAJINA"", ""SAN LORENZO"", ""TOPOCORO"", ""TRONERAS"", ""URRA1""]",5,data/raw/xm/embalses/capacidad_util_energia_embalse,kWh,diaria,America/Bogota; confirmar contra respuesta XM
capacidad_util_energia_embalse__2023-01-23__2023-02-21__b001,capacidad_util_energia_embalse,CapaUtilDiarEner,Embalse,DailyEntities,https://servapibi.xm.com.co/daily,2023-01-23,2023-02-21,"[""AGREGADO BOGOTA"", ""ALTOANCHICAYA"", ""AMANI"", ""BETANIA"", ""CALIMA1"", ""CHUZA"", ""EL QUIMBO"", ""ESMERALDA"", ""FLORIDA II"", ""GUAVIO""]",10,data/raw/xm/embalses/capacidad_util_energia_embalse,kWh,diaria,America/Bogota; confirmar contra respuesta XM
capacidad_util_energia_embalse__2023-01-23__2023-02-21__b002,capacidad_util_energia_embalse,CapaUtilDiarEner,Embalse,DailyEntities,https://servapibi.xm.com.co/daily,2023-01-23,2023-02-21,"[""ITUANGO"", ""MIRAFLORES"", ""MUNA"", ""PENOL"", ""PLAYAS"", ""PORCE II"", ""PORCE III"", ""PRADO"", ""PUNCHINA"", ""RIOGRANDE2""]",10,data/raw/xm/embalses/capacidad_util_energia_embalse,kWh,diaria,America/Bogota; confirmar contra respuesta XM
capacidad_util_energia_embalse__2023-01-23__2023-02-21__b003,capacidad_util_energia_embalse,CapaUtilDiarEner,Embalse,DailyEntities,https://servapibi.xm.com.co/daily,2023-01-23,2023-02-21,"[""SALVAJINA"", ""SAN LORENZO"", ""TOPOCORO"", ""TRONERAS"", ""URRA1""]",5,data/raw/xm/embalses/capacidad_util_energia_embalse,kWh,diaria,America/Bogota; confirmar contra respuesta XM
capacidad_util_energia_embalse__2023-02-22__2023-03-23__b001,capacidad_util_energia_embalse,CapaUtilDiarEner,Embalse,DailyEntities,https://servapibi.xm.com.co/daily,2023-02-22,2023-03-23,"[""AGREGADO BOGOTA"", ""ALTOANCHICAYA"", ""AMANI"", ""BETANIA"", ""CALIMA1"", ""CHUZA"", ""EL QUIMBO"", ""ESMERALDA"", ""FLORIDA II"", ""GUAVIO""]",10,data/raw/xm/embalses/capacidad_util_energia_embalse,kWh,diaria,America/Bogota; confirmar contra respuesta XM
capacidad_util_energia_embalse__2023-02-22__2023-03-23__b002,capacidad_util_energia_embalse,CapaUtilDiarEner,Embalse,DailyEntities,https://servapibi.xm.com.co/daily,2023-02-22,2023-03-23,"[""ITUANGO"", ""MIRAFLORES"", ""MUNA"", ""PENOL"", ""PLAYAS"", ""PORCE II"", ""PORCE III"", ""PRADO"", ""PUNCHINA"", ""RIOGRANDE2""]",10,data/raw/xm/embalses/capacidad_util_energia_embalse,kWh,diaria,America/Bogota; confirmar contra respuesta XM
capacidad_util_energia_embalse__2023-02-22__2023-03-23__b003,capacidad_util_energia_embalse,CapaUtilDiarEner,Embalse,DailyEntities,https://servapibi.xm.com.co/daily,2023-02-22,2023-03-23,"[""SALVAJINA"", ""SAN LORENZO"", ""TOPOCORO"", ""TRONERAS"", ""URRA1""]",5,data/raw/xm/embalses/capacidad_util_energia_embalse,kWh,diaria,America/Bogota; confirmar contra respuesta XM
capacidad_util_energia_embalse__2023-03-24__2023-04-22__b001,capacidad_util_energia_embalse,CapaUtilDiarEner,Embalse,DailyEntities,https://servapibi.xm.com.co/daily,2023-03-24,2023-04-22,"[""AGREGADO BOGOTA"", ""ALTOANCHICAYA"", ""AMANI"", ""BETANIA"", ""CALIMA1"", ""CHUZA"", ""EL QUIMBO"", ""ESMERALDA"", ""FLORIDA II"", ""GUAVIO""]",10,data/raw/xm/embalses/capacidad_util_energia_embalse,kWh,diaria,America/Bogota; confirmar contra respuesta XM
capacidad_util_energia_embalse__2023-03-24__2023-04-22__b002,capacidad_util_energia_embalse,CapaUtilDiarEner,Embalse,DailyEntities,https://servapibi.xm.com.co/daily,2023-03-24,2023-04-22,"[""ITUANGO"", ""MIRAFLORES"", ""MUNA"", ""PENOL"", ""PLAYAS"", ""PORCE II"", ""PORCE III"", ""PRADO"", ""PUNCHINA"", ""RIOGRANDE2""]",10,data/raw/xm/embalses/capacidad_util_energia_embalse,kWh,diaria,America/Bogota; confirmar contra respuesta XM
capacidad_util_energia_embalse__2023-03-24__2023-04-22__b003,capacidad_util_energia_embalse,CapaUtilDiarEner,Embalse,DailyEntities,https://servapibi.xm.com.co/daily,2023-03-24,2023-04-22,"[""SALVAJINA"", ""SAN LORENZO"", ""TOPOCORO"", ""TRONERAS"", ""URRA1""]",5,data/raw/xm/embalses/capacidad_util_energia_embalse,kWh,diaria,America/Bogota; confirmar contra respuesta XM
capacidad_util_energia_embalse__2023-04-23__2023-05-22__b001,capacidad_util_energia_embalse,CapaUtilDiarEner,Embalse,DailyEntities,https://servapibi.xm.com.co/daily,2023-04-23,2023-05-22,"[""AGREGADO BOGOTA"", ""ALTOANCHICAYA"", ""AMANI"", ""BETANIA"", ""CALIMA1"", ""CHUZA"", ""EL QUIMBO"", ""ESMERALDA"", ""FLORIDA II"", ""GUAVIO""]",10,data/raw/xm/embalses/capacidad_util_energia_embalse,kWh,diaria,America/Bogota; confirmar contra respuesta XM
capacidad_util_energia_embalse__2023-04-23__2023-05-22__b002,capacidad_util_energia_embalse,CapaUtilDiarEner,Embalse,DailyEntities,https://servapibi.xm.com.co/daily,2023-04-23,2023-05-22,"[""ITUANGO"", ""MIRAFLORES"", ""MUNA"", ""PENOL"", ""PLAYAS"", ""PORCE II"", ""PORCE III"", ""PRADO"", ""PUNCHINA"", ""RIOGRANDE2""]",10,data/raw/xm/embalses/capacidad_util_energia_embalse,kWh,diaria,America/Bogota; confirmar contra respuesta XM
capacidad_util_energia_embalse__2023-04-23__2023-05-22__b003,capacidad_util_energia_embalse,CapaUtilDiarEner,Embalse,DailyEntities,https://servapibi.xm.com.co/daily,2023-04-23,2023-05-22,"[""SALVAJINA"", ""SAN LORENZO"", ""TOPOCORO"", ""TRONERAS"", ""URRA1""]",5,data/raw/xm/embalses/capacidad_util_energia_embalse,kWh,diaria,America/Bogota; confirmar contra respuesta XM
capacidad_util_energia_embalse__2023-05-23__2023-06-21__b001,capacidad_util_energia_embalse,CapaUtilDiarEner,Embalse,DailyEntities,https://servapibi.xm.com.co/daily,2023-05-23,2023-06-21,"[""AGREGADO BOGOTA"", ""ALTOANCHICAYA"", ""AMANI"", ""BETANIA"", ""CALIMA1"", ""CHUZA"", ""EL QUIMBO"", ""ESMERALDA"", ""FLORIDA II"", ""GUAVIO""]",10,data/raw/xm/embalses/capacidad_util_energia_embalse,kWh,diaria,America/Bogota; confirmar contra respuesta XM
capacidad_util_energia_embalse__2023-05-23__2023-06-21__b002,capacidad_util_energia_embalse,CapaUtilDiarEner,Embalse,DailyEntities,https://servapibi.xm.com.co/daily,2023-05-23,2023-06-21,"[""ITUANGO"", ""MIRAFLORES"", ""MUNA"", ""PENOL"", ""PLAYAS"", ""PORCE II"", ""PORCE III"", ""PRADO"", ""PUNCHINA"", ""RIOGRANDE2""]",10,data/raw/xm/embalses/capacidad_util_energia_embalse,kWh,diaria,America/Bogota; confirmar contra respuesta XM
capacidad_util_energia_embalse__2023-05-23__2023-06-21__b003,capacidad_util_energia_embalse,CapaUtilDiarEner,Embalse,DailyEntities,https://servapibi.xm.com.co/daily,2023-05-23,2023-06-21,"[""SALVAJINA"", ""SAN LORENZO"", ""TOPOCORO"", ""TRONERAS"", ""URRA1""]",5,data/raw/xm/embalses/capacidad_util_energia_embalse,kWh,diaria,America/Bogota; confirmar contra respuesta XM
capacidad_util_energia_embalse__2023-06-22__2023-07-21__b001,capacidad_util_energia_embalse,CapaUtilDiarEner,Embalse,DailyEntities,https://servapibi.xm.com.co/daily,2023-06-22,2023-07-21,"[""AGREGADO BOGOTA"", ""ALTOANCHICAYA"", ""AMANI"", ""BETANIA"", ""CALIMA1"", ""CHUZA"", ""EL QUIMBO"", ""ESMERALDA"", ""FLORIDA II"", ""GUAVIO""]",10,data/raw/xm/embalses/capacidad_util_energia_embalse,kWh,diaria,America/Bogota; confirmar contra respuesta XM
capacidad_util_energia_embalse__2023-06-22__2023-07-21__b002,capacidad_util_energia_embalse,CapaUtilDiarEner,Embalse,DailyEntities,https://servapibi.xm.com.co/daily,2023-06-22,2023-07-21,"[""ITUANGO"", ""MIRAFLORES"", ""MUNA"", ""PENOL"", ""PLAYAS"", ""PORCE II"", ""PORCE III"", ""PRADO"", ""PUNCHINA"", ""RIOGRANDE2""]",10,data/raw/xm/embalses/capacidad_util_energia_embalse,kWh,diaria,America/Bogota; confirmar contra respuesta XM
capacidad_util_energia_embalse__2023-06-22__2023-07-21__b003,capacidad_util_energia_embalse,CapaUtilDiarEner,Embalse,DailyEntities,https://servapibi.xm.com.co/daily,2023-06-22,2023-07-21,"[""SALVAJINA"", ""SAN LORENZO"", ""TOPOCORO"", ""TRONERAS"", ""URRA1""]",5,data/raw/xm/embalses/capacidad_util_energia_embalse,kWh,diaria,America/Bogota; confirmar contra respuesta XM
capacidad_util_energia_embalse__2023-07-22__2023-08-20__b001,capacidad_util_energia_embalse,CapaUtilDiarEner,Embalse,DailyEntities,https://servapibi.xm.com.co/daily,2023-07-22,2023-08-20,"[""AGREGADO BOGOTA"", ""ALTOANCHICAYA"", ""AMANI"", ""BETANIA"", ""CALIMA1"", ""CHUZA"", ""EL QUIMBO"", ""ESMERALDA"", ""FLORIDA II"", ""GUAVIO""]",10,data/raw/xm/embalses/capacidad_util_energia_embalse,kWh,diaria,America/Bogota; confirmar contra respuesta XM
capacidad_util_energia_embalse__2023-07-22__2023-08-20__b002,capacidad_util_energia_embalse,CapaUtilDiarEner,Embalse,DailyEntities,https://servapibi.xm.com.co/daily,2023-07-22,2023-08-20,"[""ITUANGO"", ""MIRAFLORES"", ""MUNA"", ""PENOL"", ""PLAYAS"", ""PORCE II"", ""PORCE III"", ""PRADO"", ""PUNCHINA"", ""RIOGRANDE2""]",10,data/raw/xm/embalses/capacidad_util_energia_embalse,kWh,diaria,America/Bogota; confirmar contra respuesta XM
capacidad_util_energia_embalse__2023-07-22__2023-08-20__b003,capacidad_util_energia_embalse,CapaUtilDiarEner,Embalse,DailyEntities,https://servapibi.xm.com.co/daily,2023-07-22,2023-08-20,"[""SALVAJINA"", ""SAN LORENZO"", ""TOPOCORO"", ""TRONERAS"", ""URRA1""]",5,data/raw/xm/embalses/capacidad_util_energia_embalse,kWh,diaria,America/Bogota; confirmar contra respuesta XM
capacidad_util_energia_embalse__2023-08-21__2023-09-19__b001,capacidad_util_energia_embalse,CapaUtilDiarEner,Embalse,DailyEntities,https://servapibi.xm.com.co/daily,2023-08-21,2023-09-19,"[""AGREGADO BOGOTA"", ""ALTOANCHICAYA"", ""AMANI"", ""BETANIA"", ""CALIMA1"", ""CHUZA"", ""EL QUIMBO"", ""ESMERALDA"", ""FLORIDA II"", ""GUAVIO""]",10,data/raw/xm/embalses/capacidad_util_energia_embalse,kWh,diaria,America/Bogota; confirmar contra respuesta XM
capacidad_util_energia_embalse__2023-08-21__2023-09-19__b002,capacidad_util_energia_embalse,CapaUtilDiarEner,Embalse,DailyEntities,https://servapibi.xm.com.co/daily,2023-08-21,2023-09-19,"[""ITUANGO"", ""MIRAFLORES"", ""MUNA"", ""PENOL"", ""PLAYAS"", ""PORCE II"", ""PORCE III"", ""PRADO"", ""PUNCHINA"", ""RIOGRANDE2""]",10,data/raw/xm/embalses/capacidad_util_energia_embalse,kWh,diaria,America/Bogota; confirmar contra respuesta XM
capacidad_util_energia_embalse__2023-08-21__2023-09-19__b003,capacidad_util_energia_embalse,CapaUtilDiarEner,Embalse,DailyEntities,https://servapibi.xm.com.co/daily,2023-08-21,2023-09-19,"[""SALVAJINA"", ""SAN LORENZO"", ""TOPOCORO"", ""TRONERAS"", ""URRA1""]",5,data/raw/xm/embalses/capacidad_util_energia_embalse,kWh,diaria,America/Bogota; confirmar contra respuesta XM
capacidad_util_energia_embalse__2023-09-20__2023-10-19__b001,capacidad_util_energia_embalse,CapaUtilDiarEner,Embalse,DailyEntities,https://servapibi.xm.com.co/daily,2023-09-20,2023-10-19,"[""AGREGADO BOGOTA"", ""ALTOANCHICAYA"", ""AMANI"", ""BETANIA"", ""CALIMA1"", ""CHUZA"", ""EL QUIMBO"", ""ESMERALDA"", ""FLORIDA II"", ""GUAVIO""]",10,data/raw/xm/embalses/capacidad_util_energia_embalse,kWh,diaria,America/Bogota; confirmar contra respuesta XM
capacidad_util_energia_embalse__2023-09-20__2023-10-19__b002,capacidad_util_energia_embalse,CapaUtilDiarEner,Embalse,DailyEntities,https://servapibi.xm.com.co/daily,2023-09-20,2023-10-19,"[""ITUANGO"", ""MIRAFLORES"", ""MUNA"", ""PENOL"", ""PLAYAS"", ""PORCE II"", ""PORCE III"", ""PRADO"", ""PUNCHINA"", ""RIOGRANDE2""]",10,data/raw/xm/embalses/capacidad_util_energia_embalse,kWh,diaria,America/Bogota; confirmar contra respuesta XM
capacidad_util_energia_embalse__2023-09-20__2023-10-19__b003,capacidad_util_energia_embalse,CapaUtilDiarEner,Embalse,DailyEntities,https://servapibi.xm.com.co/daily,2023-09-20,2023-10-19,"[""SALVAJINA"", ""SAN LORENZO"", ""TOPOCORO"", ""TRONERAS"", ""URRA1""]",5,data/raw/xm/embalses/capacidad_util_energia_embalse,kWh,diaria,America/Bogota; confirmar contra respuesta XM
capacidad_util_energia_embalse__2023-10-20__2023-11-18__b001,capacidad_util_energia_embalse,CapaUtilDiarEner,Embalse,DailyEntities,https://servapibi.xm.com.co/daily,2023-10-20,2023-11-18,"[""AGREGADO BOGOTA"", ""ALTOANCHICAYA"", ""AMANI"", ""BETANIA"", ""CALIMA1"", ""CHUZA"", ""EL QUIMBO"", ""ESMERALDA"", ""FLORIDA II"", ""GUAVIO""]",10,data/raw/xm/embalses/capacidad_util_energia_embalse,kWh,diaria,America/Bogota; confirmar contra respuesta XM
capacidad_util_energia_embalse__2023-10-20__2023-11-18__b002,capacidad_util_energia_embalse,CapaUtilDiarEner,Embalse,DailyEntities,https://servapibi.xm.com.co/daily,2023-10-20,2023-11-18,"[""ITUANGO"", ""MIRAFLORES"", ""MUNA"", ""PENOL"", ""PLAYAS"", ""PORCE II"", ""PORCE III"", ""PRADO"", ""PUNCHINA"", ""RIOGRANDE2""]",10,data/raw/xm/embalses/capacidad_util_energia_embalse,kWh,diaria,America/Bogota; confirmar contra respuesta XM
capacidad_util_energia_embalse__2023-10-20__2023-11-18__b003,capacidad_util_energia_embalse,CapaUtilDiarEner,Embalse,DailyEntities,https://servapibi.xm.com.co/daily,2023-10-20,2023-11-18,"[""SALVAJINA"", ""SAN LORENZO"", ""TOPOCORO"", ""TRONERAS"", ""URRA1""]",5,data/raw/xm/embalses/capacidad_util_energia_embalse,kWh,diaria,America/Bogota; confirmar contra respuesta XM
capacidad_util_energia_embalse__2023-11-19__2023-12-18__b001,capacidad_util_energia_embalse,CapaUtilDiarEner,Embalse,DailyEntities,https://servapibi.xm.com.co/daily,2023-11-19,2023-12-18,"[""AGREGADO BOGOTA"", ""ALTOANCHICAYA"", ""AMANI"", ""BETANIA"", ""CALIMA1"", ""CHUZA"", ""EL QUIMBO"", ""ESMERALDA"", ""FLORIDA II"", ""GUAVIO""]",10,data/raw/xm/embalses/capacidad_util_energia_embalse,kWh,diaria,America/Bogota; confirmar contra respuesta XM
capacidad_util_energia_embalse__2023-11-19__2023-12-18__b002,capacidad_util_energia_embalse,CapaUtilDiarEner,Embalse,DailyEntities,https://servapibi.xm.com.co/daily,2023-11-19,2023-12-18,"[""ITUANGO"", ""MIRAFLORES"", ""MUNA"", ""PENOL"", ""PLAYAS"", ""PORCE II"", ""PORCE III"", ""PRADO"", ""PUNCHINA"", ""RIOGRANDE2""]",10,data/raw/xm/embalses/capacidad_util_energia_embalse,kWh,diaria,America/Bogota; confirmar contra respuesta XM
capacidad_util_energia_embalse__2023-11-19__2023-12-18__b003,capacidad_util_energia_embalse,CapaUtilDiarEner,Embalse,DailyEntities,https://servapibi.xm.com.co/daily,2023-11-19,2023-12-18,"[""SALVAJINA"", ""SAN LORENZO"", ""TOPOCORO"", ""TRONERAS"", ""URRA1""]",5,data/raw/xm/embalses/capacidad_util_energia_embalse,kWh,diaria,America/Bogota; confirmar contra respuesta XM
capacidad_util_energia_embalse__2023-12-19__2024-01-17__b001,capacidad_util_energia_embalse,CapaUtilDiarEner,Embalse,DailyEntities,https://servapibi.xm.com.co/daily,2023-12-19,2024-01-17,"[""AGREGADO BOGOTA"", ""ALTOANCHICAYA"", ""AMANI"", ""BETANIA"", ""CALIMA1"", ""CHUZA"", ""EL QUIMBO"", ""ESMERALDA"", ""FLORIDA II"", ""GUAVIO""]",10,data/raw/xm/embalses/capacidad_util_energia_embalse,kWh,diaria,America/Bogota; confirmar contra respuesta XM
capacidad_util_energia_embalse__2023-12-19__2024-01-17__b002,capacidad_util_energia_embalse,CapaUtilDiarEner,Embalse,DailyEntities,https://servapibi.xm.com.co/daily,2023-12-19,2024-01-17,"[""ITUANGO"", ""MIRAFLORES"", ""MUNA"", ""PENOL"", ""PLAYAS"", ""PORCE II"", ""PORCE III"", ""PRADO"", ""PUNCHINA"", ""RIOGRANDE2""]",10,data/raw/xm/embalses/capacidad_util_energia_embalse,kWh,diaria,America/Bogota; confirmar contra respuesta XM
capacidad_util_energia_embalse__2023-12-19__2024-01-17__b003,capacidad_util_energia_embalse,CapaUtilDiarEner,Embalse,DailyEntities,https://servapibi.xm.com.co/daily,2023-12-19,2024-01-17,"[""SALVAJINA"", ""SAN LORENZO"", ""TOPOCORO"", ""TRONERAS"", ""URRA1""]",5,data/raw/xm/embalses/capacidad_util_energia_embalse,kWh,diaria,America/Bogota; confirmar contra respuesta XM
capacidad_util_energia_embalse__2024-01-18__2024-02-16__b001,capacidad_util_energia_embalse,CapaUtilDiarEner,Embalse,DailyEntities,https://servapibi.xm.com.co/daily,2024-01-18,2024-02-16,"[""AGREGADO BOGOTA"", ""ALTOANCHICAYA"", ""AMANI"", ""BETANIA"", ""CALIMA1"", ""CHUZA"", ""EL QUIMBO"", ""ESMERALDA"", ""FLORIDA II"", ""GUAVIO""]",10,data/raw/xm/embalses/capacidad_util_energia_embalse,kWh,diaria,America/Bogota; confirmar contra respuesta XM
capacidad_util_energia_embalse__2024-01-18__2024-02-16__b002,capacidad_util_energia_embalse,CapaUtilDiarEner,Embalse,DailyEntities,https://servapibi.xm.com.co/daily,2024-01-18,2024-02-16,"[""ITUANGO"", ""MIRAFLORES"", ""MUNA"", ""PENOL"", ""PLAYAS"", ""PORCE II"", ""PORCE III"", ""PRADO"", ""PUNCHINA"", ""RIOGRANDE2""]",10,data/raw/xm/embalses/capacidad_util_energia_embalse,kWh,diaria,America/Bogota; confirmar contra respuesta XM
capacidad_util_energia_embalse__2024-01-18__2024-02-16__b003,capacidad_util_energia_embalse,CapaUtilDiarEner,Embalse,DailyEntities,https://servapibi.xm.com.co/daily,2024-01-18,2024-02-16,"[""SALVAJINA"", ""SAN LORENZO"", ""TOPOCORO"", ""TRONERAS"", ""URRA1""]",5,data/raw/xm/embalses/capacidad_util_energia_embalse,kWh,diaria,America/Bogota; confirmar contra respuesta XM
capacidad_util_energia_embalse__2024-02-17__2024-03-17__b001,capacidad_util_energia_embalse,CapaUtilDiarEner,Embalse,DailyEntities,https://servapibi.xm.com.co/daily,2024-02-17,2024-03-17,"[""AGREGADO BOGOTA"", ""ALTOANCHICAYA"", ""AMANI"", ""BETANIA"", ""CALIMA1"", ""CHUZA"", ""EL QUIMBO"", ""ESMERALDA"", ""FLORIDA II"", ""GUAVIO""]",10,data/raw/xm/embalses/capacidad_util_energia_embalse,kWh,diaria,America/Bogota; confirmar contra respuesta XM
capacidad_util_energia_embalse__2024-02-17__2024-03-17__b002,capacidad_util_energia_embalse,CapaUtilDiarEner,Embalse,DailyEntities,https://servapibi.xm.com.co/daily,2024-02-17,2024-03-17,"[""ITUANGO"", ""MIRAFLORES"", ""MUNA"", ""PENOL"", ""PLAYAS"", ""PORCE II"", ""PORCE III"", ""PRADO"", ""PUNCHINA"", ""RIOGRANDE2""]",10,data/raw/xm/embalses/capacidad_util_energia_embalse,kWh,diaria,America/Bogota; confirmar contra respuesta XM
capacidad_util_energia_embalse__2024-02-17__2024-03-17__b003,capacidad_util_energia_embalse,CapaUtilDiarEner,Embalse,DailyEntities,https://servapibi.xm.com.co/daily,2024-02-17,2024-03-17,"[""SALVAJINA"", ""SAN LORENZO"", ""TOPOCORO"", ""TRONERAS"", ""URRA1""]",5,data/raw/xm/embalses/capacidad_util_energia_embalse,kWh,diaria,America/Bogota; confirmar contra respuesta XM
capacidad_util_energia_embalse__2024-03-18__2024-04-16__b001,capacidad_util_energia_embalse,CapaUtilDiarEner,Embalse,DailyEntities,https://servapibi.xm.com.co/daily,2024-03-18,2024-04-16,"[""AGREGADO BOGOTA"", ""ALTOANCHICAYA"", ""AMANI"", ""BETANIA"", ""CALIMA1"", ""CHUZA"", ""EL QUIMBO"", ""ESMERALDA"", ""FLORIDA II"", ""GUAVIO""]",10,data/raw/xm/embalses/capacidad_util_energia_embalse,kWh,diaria,America/Bogota; confirmar contra respuesta XM
capacidad_util_energia_embalse__2024-03-18__2024-04-16__b002,capacidad_util_energia_embalse,CapaUtilDiarEner,Embalse,DailyEntities,https://servapibi.xm.com.co/daily,2024-03-18,2024-04-16,"[""ITUANGO"", ""MIRAFLORES"", ""MUNA"", ""PENOL"", ""PLAYAS"", ""PORCE II"", ""PORCE III"", ""PRADO"", ""PUNCHINA"", ""RIOGRANDE2""]",10,data/raw/xm/embalses/capacidad_util_energia_embalse,kWh,diaria,America/Bogota; confirmar contra respuesta XM
capacidad_util_energia_embalse__2024-03-18__2024-04-16__b003,capacidad_util_energia_embalse,CapaUtilDiarEner,Embalse,DailyEntities,https://servapibi.xm.com.co/daily,2024-03-18,2024-04-16,"[""SALVAJINA"", ""SAN LORENZO"", ""TOPOCORO"", ""TRONERAS"", ""URRA1""]",5,data/raw/xm/embalses/capacidad_util_energia_embalse,kWh,diaria,America/Bogota; confirmar contra respuesta XM
capacidad_util_energia_embalse__2024-04-17__2024-05-16__b001,capacidad_util_energia_embalse,CapaUtilDiarEner,Embalse,DailyEntities,https://servapibi.xm.com.co/daily,2024-04-17,2024-05-16,"[""AGREGADO BOGOTA"", ""ALTOANCHICAYA"", ""AMANI"", ""BETANIA"", ""CALIMA1"", ""CHUZA"", ""EL QUIMBO"", ""ESMERALDA"", ""FLORIDA II"", ""GUAVIO""]",10,data/raw/xm/embalses/capacidad_util_energia_embalse,kWh,diaria,America/Bogota; confirmar contra respuesta XM
capacidad_util_energia_embalse__2024-04-17__2024-05-16__b002,capacidad_util_energia_embalse,CapaUtilDiarEner,Embalse,DailyEntities,https://servapibi.xm.com.co/daily,2024-04-17,2024-05-16,"[""ITUANGO"", ""MIRAFLORES"", ""MUNA"", ""PENOL"", ""PLAYAS"", ""PORCE II"", ""PORCE III"", ""PRADO"", ""PUNCHINA"", ""RIOGRANDE2""]",10,data/raw/xm/embalses/capacidad_util_energia_embalse,kWh,diaria,America/Bogota; confirmar contra respuesta XM
capacidad_util_energia_embalse__2024-04-17__2024-05-16__b003,capacidad_util_energia_embalse,CapaUtilDiarEner,Embalse,DailyEntities,https://servapibi.xm.com.co/daily,2024-04-17,2024-05-16,"[""SALVAJINA"", ""SAN LORENZO"", ""TOPOCORO"", ""TRONERAS"", ""URRA1""]",5,data/raw/xm/embalses/capacidad_util_energia_embalse,kWh,diaria,America/Bogota; confirmar contra respuesta XM
capacidad_util_energia_embalse__2024-05-17__2024-06-15__b001,capacidad_util_energia_embalse,CapaUtilDiarEner,Embalse,DailyEntities,https://servapibi.xm.com.co/daily,2024-05-17,2024-06-15,"[""AGREGADO BOGOTA"", ""ALTOANCHICAYA"", ""AMANI"", ""BETANIA"", ""CALIMA1"", ""CHUZA"", ""EL QUIMBO"", ""ESMERALDA"", ""FLORIDA II"", ""GUAVIO""]",10,data/raw/xm/embalses/capacidad_util_energia_embalse,kWh,diaria,America/Bogota; confirmar contra respuesta XM
capacidad_util_energia_embalse__2024-05-17__2024-06-15__b002,capacidad_util_energia_embalse,CapaUtilDiarEner,Embalse,DailyEntities,https://servapibi.xm.com.co/daily,2024-05-17,2024-06-15,"[""ITUANGO"", ""MIRAFLORES"", ""MUNA"", ""PENOL"", ""PLAYAS"", ""PORCE II"", ""PORCE III"", ""PRADO"", ""PUNCHINA"", ""RIOGRANDE2""]",10,data/raw/xm/embalses/capacidad_util_energia_embalse,kWh,diaria,America/Bogota; confirmar contra respuesta XM
capacidad_util_energia_embalse__2024-05-17__2024-06-15__b003,capacidad_util_energia_embalse,CapaUtilDiarEner,Embalse,DailyEntities,https://servapibi.xm.com.co/daily,2024-05-17,2024-06-15,"[""SALVAJINA"", ""SAN LORENZO"", ""TOPOCORO"", ""TRONERAS"", ""URRA1""]",5,data/raw/xm/embalses/capacidad_util_energia_embalse,kWh,diaria,America/Bogota; confirmar contra respuesta XM
capacidad_util_energia_embalse__2024-06-16__2024-07-15__b001,capacidad_util_energia_embalse,CapaUtilDiarEner,Embalse,DailyEntities,https://servapibi.xm.com.co/daily,2024-06-16,2024-07-15,"[""AGREGADO BOGOTA"", ""ALTOANCHICAYA"", ""AMANI"", ""BETANIA"", ""CALIMA1"", ""CHUZA"", ""EL QUIMBO"", ""ESMERALDA"", ""FLORIDA II"", ""GUAVIO""]",10,data/raw/xm/embalses/capacidad_util_energia_embalse,kWh,diaria,America/Bogota; confirmar contra respuesta XM
